timestamp,api-gateway_sidecar_energy,clientone_sidecar_energy,clientthree_sidecar_energy,clienttwo_sidecar_energy,orchestrator_sidecar_energy,policy-enforcer_sidecar_energy,server_sidecar_energy
2026-05-18 06:34:12.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:34:27.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:34:42.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:34:57.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:35:12.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:35:27.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:35:42.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:35:57.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:36:12.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:36:27.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:36:42.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:36:57.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:37:12.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:37:27.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:37:42.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:37:57.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:38:12.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:38:27.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:38:42.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:38:57.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-18 06:39:12.286000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
