timestamp,api-gateway_sidecar_energy,clientone_sidecar_energy,clientthree_sidecar_energy,clienttwo_sidecar_energy,orchestrator_sidecar_energy,policy-enforcer_sidecar_energy,server_sidecar_energy
2026-06-19 20:13:07.749000072,419.02920000000086,758.4192000000013,670.9032000000011,670.4711999999996,402.81479999999823,399.54240000000186,723.9168000000018
2026-06-19 20:13:22.749000072,429.8169308924124,744.5772000000006,670.2372000000023,670.4711999999996,400.21733623114966,397.84850464673065,723.9168000000018
2026-06-19 20:13:37.749000072,429.8169308924124,744.5772000000006,670.2372000000023,679.1364000000009,400.21733623114966,397.84850464673065,710.9063999999988
2026-06-19 20:13:52.749000072,438.6132,744.3792000000014,664.3260000000004,679.1364000000009,395.5319999999993,392.7708000000016,710.9063999999988
2026-06-19 20:14:07.749000072,438.6132,744.3792000000014,664.3260000000004,674.712,395.5319999999993,392.7708000000016,708.8183999999982
2026-06-19 20:14:22.749000072,449.64360000000227,747.2915999999966,676.6811999999978,674.712,403.0884000000012,391.1399999999978,708.8183999999982
2026-06-19 20:14:37.749000072,449.64360000000227,747.2915999999966,676.6811999999978,711.403199999999,403.0884000000012,391.1399999999978,707.3027999999994
2026-06-19 20:14:52.749000072,459.9936000000023,757.879199999997,680.0255999999983,711.403199999999,410.39999999999986,396.6588000000002,707.3027999999994
2026-06-19 20:15:07.749000072,459.9936000000023,757.879199999997,680.0255999999983,707.3856000000011,410.39999999999986,396.6588000000002,700.2323999999996
2026-06-19 20:15:22.749000072,466.84799999999797,753.6599999999993,672.4908000000001,707.3856000000011,425.36520000000274,400.54679999999837,700.2323999999996
2026-06-19 20:15:37.749000072,466.84799999999797,753.6599999999993,672.4908000000001,696.5280000000023,425.36520000000274,400.54679999999837,684.9612000000001
2026-06-19 20:15:52.749000072,460.62359999999944,767.4191999999993,668.1851999999986,696.5280000000023,432.1368,406.74959999999714,684.9612000000001
2026-06-19 20:16:07.749000072,460.62359999999944,767.4191999999993,668.1851999999986,692.6076000000015,432.1368,406.74959999999714,708.3684000000029
2026-06-19 20:16:22.749000072,454.50000000000307,770.3892000000018,668.3184000000001,692.6076000000015,438.9659999999994,414.24840000000074,708.3684000000029
2026-06-19 20:16:37.749000072,454.50000000000307,770.3892000000018,668.3184000000001,697.2335999999984,438.9659999999994,414.24840000000074,720.2303999999997
2026-06-19 20:16:52.749000072,446.3063999999995,752.9867999999999,661.7988000000007,697.2335999999984,428.9580000000006,418.7196000000032,720.2303999999997
2026-06-19 20:17:07.749000072,446.3063999999995,752.9867999999999,661.7988000000007,681.908400000001,428.9580000000006,418.7196000000032,739.414800000001
2026-06-19 20:17:22.749000072,439.9847999999995,764.5139999999997,674.7300000000025,681.908400000001,420.2747999999997,426.66480000000223,739.414800000001
